SN,msgtype,messages,SendTime,MOMSN,recs,sensors,software,H_MeasureTime,H_Dutycycle,H_Endvolt,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,T112,T113,T114,T115,T116,T117,T118,T119,T120,T121,T122,T123,T124,T125,T126,T127,T128,T129,T130,T131,T132,T133,T134,T135,T136,T137,T138,T139,T140,T141,T142,T143,T144,T145,T146,T147,T148,T149,T150,T151,T152,T153,T154,T155,T156,T157,T158,T159,T160,T161,T162,T163,T164,T165,T166,T167,T168,T169,T170,T171,T172,T173,T174,T175,T176,T177,T178,T179,T180,T181,T182,T183,T184,T185,T186,T187,T188,T189,T190,T191,T192,T193,T194,T195,T196,T197,T198,T199,T200,T201,T202,T203,T204,T205,T206,T207,T208,T209,T210,T211,T212,T213,T214,T215,T216,T217,T218,T219,T220,T221,T222,T223,T224,T225,T226,T227,T228,T229,T230,T231,T232,T233,T234,T235,T236,T237,T238,T239,AirTemp,
2574,10,1,2024-02-26 21:00:16,"1350/1351","132/109",241,801,0,0,0,-9.625,-9.6875,-9.5625,-9.5,-9.5625,-9.5625,-9.5625,-9.5,-9.625,-9.5,-9.4375,-9.625,-9.5,-9.5625,-9.5625,-9.5625,-9.5625,-9.5625,-9.5625,-9.5,-9.5,-9.5625,-9.5625,-9.5625,-9.5625,-9.5,-9.5625,-9.625,-9.625,-9.5,-9.5625,-9.5625,-9.375,-9.25,-9.0625,-8.5,-7.6875,-7.125,-6.625,-6.0625,-6.0625,-6,-6,-5.9375,-5.9375,-5.8125,-5.9375,-5.875,-5.8125,-5.75,-5.75,-5.75,-5.75,-5.6875,-5.6875,-5.6875,-5.6875,-5.6875,-5.625,-5.625,-5.5625,-5.5,-5.3125,-5.375,-5.1875,-5.125,-5.125,-5,-5,-4.8125,-4.75,-4.5625,-4.5,-4.3125,-4.25,-4.1875,-4.0625,-3.875,-3.8125,-3.75,-3.625,-3.5,-3.375,-3.3125,-3.125,-3,-2.9375,-2.8125,-2.625,-2.5,-2.375,-2.1875,-2.0625,-1.9375,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.9375,-1.9375,-2.0625,-1.9375,-1.9375,-1.9375,-2.0625,-1.875,-1.9375,-1.9375,-1.875,-1.8125,-1.75,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.8125,-1.875,-1.9375,-1.9375,-1.875,-1.9375,-1.875,-1.8125,-1.9375,-1.875,-1.9375,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-2,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.8125,-1.9375,-1.9375,-1.875,-2,-1.875,-1.9375,-1.9375,-1.8125,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-2,-1.9375,-1.9375,-1.8125,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-1.9375,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.9375,-1.9375,-1.8125,-1.875,-2.0625,-1.875,-1.9375,-2,-1.8125,-1.8125,-1.875,-1.9375,-1.9375,-1.875,-1.8125,-1.875,-1.9375,-1.9375,-2.0625,-1.9375,-1.9375,-1.9375,-2,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.8125,-1.9375,-9.625,
2580,10,1,2024-02-27 03:00:16,"1353/1354","132/109",241,801,0,0,0,-14.8125,-14.875,-14.75,-14.8125,-14.875,-14.9375,-14.9375,-14.875,-15.0625,-14.9375,-14.9375,-15.1875,-15,-15.0625,-15.1875,-15.1875,-15.125,-15.1875,-15.1875,-15.1875,-15.1875,-15.3125,-15.3125,-15.3125,-15.375,-15.3125,-15.3125,-15.375,-15.375,-15.3125,-15.25,-15,-14.5,-13.5625,-12.3125,-11.1875,-10,-9,-8,-7,-6.625,-6.375,-6.25,-6.125,-6.125,-6.0625,-6.125,-6.0625,-6,-5.9375,-5.9375,-5.875,-5.9375,-5.875,-5.875,-5.8125,-5.8125,-5.8125,-5.6875,-5.625,-5.5,-5.4375,-5.25,-5.3125,-5.0625,-5,-5.0625,-4.9375,-4.875,-4.75,-4.6875,-4.5625,-4.4375,-4.3125,-4.25,-4.1875,-4.0625,-3.875,-3.8125,-3.75,-3.625,-3.5,-3.3125,-3.3125,-3.125,-3,-2.9375,-2.75,-2.625,-2.5,-2.3125,-2.125,-2,-1.9375,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.9375,-1.9375,-2.0625,-1.9375,-1.9375,-1.875,-2.0625,-1.875,-1.9375,-1.875,-1.9375,-1.8125,-1.8125,-1.875,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.9375,-1.875,-1.875,-1.9375,-1.875,-1.8125,-1.875,-1.875,-2,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.9375,-1.875,-1.9375,-1.9375,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.8125,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.9375,-1.9375,-1.9375,-1.8125,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.875,-1.875,-1.875,-2,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.8125,-1.875,-1.875,-1.875,-1.9375,-1.9375,-1.9375,-1.875,-1.875,-2.0625,-1.875,-1.9375,-2,-1.8125,-1.8125,-1.9375,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.875,-1.875,-2.0625,-1.9375,-2,-1.9375,-2,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.8125,-1.9375,-14.375,
2586,10,1,2024-02-27 09:00:16,"1355/1356","132/109",241,801,0,0,0,-13.5625,-13.625,-13.5,-13.5,-13.5625,-13.625,-13.625,-13.5625,-13.75,-13.5625,-13.5625,-13.75,-13.625,-13.6875,-13.75,-13.75,-13.6875,-13.6875,-13.75,-13.6875,-13.75,-13.8125,-13.8125,-13.8125,-13.8125,-13.75,-13.8125,-13.875,-13.8125,-13.75,-13.75,-13.6875,-13.25,-12.5625,-11.75,-10.875,-9.9375,-8.9375,-8,-7.0625,-6.6875,-6.5,-6.3125,-6.25,-6.25,-6.1875,-6.3125,-6.1875,-6.125,-6.0625,-6.0625,-6,-6.0625,-5.9375,-5.9375,-5.875,-5.9375,-5.875,-5.75,-5.6875,-5.5625,-5.375,-5.1875,-5.25,-5.0625,-4.9375,-4.9375,-4.875,-4.875,-4.75,-4.625,-4.5,-4.4375,-4.3125,-4.25,-4.125,-4,-3.8125,-3.8125,-3.6875,-3.625,-3.5,-3.3125,-3.3125,-3.125,-3,-2.9375,-2.75,-2.625,-2.5,-2.375,-2.1875,-2.0625,-1.9375,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.9375,-1.9375,-2.0625,-1.9375,-1.9375,-1.875,-2.0625,-1.875,-1.9375,-1.9375,-1.9375,-1.8125,-1.75,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.8125,-1.875,-1.9375,-1.875,-1.875,-1.9375,-1.875,-1.8125,-1.9375,-1.8125,-1.9375,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-1.9375,-1.875,-1.875,-1.875,-1.9375,-2,-1.875,-1.9375,-1.9375,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.8125,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.9375,-1.9375,-1.9375,-1.8125,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.8125,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.8125,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-2.0625,-1.875,-1.9375,-2,-1.8125,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.8125,-1.875,-1.875,-1.9375,-2.0625,-1.9375,-1.9375,-1.9375,-2,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.8125,-1.9375,-13.25,
2592,10,1,2024-02-27 15:00:16,"1358/1359","132/109",241,801,0,0,0,-13.375,-13.3125,-13,-12.625,-12.5625,-12.875,-12.9375,-12.5,-12.625,-12.6875,-12.8125,-13,-13,-13.375,-13.25,-13.0625,-13.0625,-13.25,-13.3125,-13.1875,-13.125,-13.1875,-13.1875,-13.1875,-13.25,-13.25,-13.5,-13.75,-13.8125,-13.5,-13.5625,-13.6875,-13.25,-12.8125,-12.8125,-12.625,-12.0625,-11.75,-11.375,-10.375,-11.5,-12.3125,-12.8125,-12.9375,-12.875,-12.9375,-13.1875,-13.1875,-13.25,-13,-13.125,-13.1875,-13.5,-13.6875,-14.0625,-14.25,-14.0625,-13.0625,-10.5625,-9,-7.625,-6.3125,-5.5,-5.25,-5,-4.875,-4.875,-4.8125,-4.8125,-4.6875,-4.5625,-4.5,-4.375,-4.25,-4.1875,-4.125,-4,-3.8125,-3.8125,-3.6875,-3.5625,-3.5,-3.3125,-3.3125,-3.125,-3,-2.9375,-2.75,-2.625,-2.5,-2.3125,-2.1875,-2.0625,-2,-1.875,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.9375,-1.9375,-2.0625,-1.9375,-1.9375,-1.875,-2.0625,-1.875,-2,-1.875,-1.875,-1.8125,-1.75,-1.875,-1.875,-1.8125,-1.8125,-1.875,-1.8125,-1.875,-1.9375,-1.875,-1.875,-1.9375,-1.875,-1.8125,-1.9375,-1.875,-1.9375,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.9375,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.8125,-1.9375,-1.9375,-1.875,-1.9375,-1.9375,-1.9375,-1.9375,-1.9375,-1.8125,-1.9375,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.9375,-1.8125,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.8125,-1.9375,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.9375,-1.9375,-1.9375,-1.8125,-1.875,-2.0625,-1.875,-1.9375,-2,-1.8125,-1.8125,-1.875,-1.9375,-1.875,-1.875,-1.8125,-1.875,-1.9375,-1.9375,-2.0625,-1.9375,-2,-1.9375,-2,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-15.25,
2592,11,1,2024-02-27 15:01:52,"1360","241",241,801,30,0,7980,1.3125,1.5625,1.625,1.625,1.6875,1.6875,1.75,1.75,1.6875,1.5625,1.625,1.5625,1.625,1.5,1.5625,1.5625,1.625,1.625,1.5625,1.5625,1.5625,1.5625,1.5,1.4375,1.375,1.5,1.5,1.4375,1.375,1.4375,1.4375,1.4375,1.4375,1.5,1.5,1.4375,1.375,1.375,1.375,1.25,1.25,1.3125,1.1875,1.3125,1.3125,1.3125,1.25,1.1875,1.1875,1.25,1.25,1.3125,1.3125,1.3125,1.25,1.25,1.1875,0.375,1.0625,1.1875,1.4375,1.3125,1.3125,0.8125,0.6875,0.6875,0.6875,0.75,0.6875,0.6875,0.625,0.6875,0.625,0.6875,0.6875,0.6875,0.6875,0.6875,0.625,0.6875,0.6875,0.75,0.6875,0.6875,0.6875,0.625,0.6875,0.625,0.625,0.625,0.625,0.625,0.5625,0.5625,0.5625,0.5625,0.625,0.625,0.625,0.625,0.5625,0.5625,0.5625,0.6875,0.5625,0.5625,0.5625,0.625,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.5,0.5625,0.5,0.5625,0.5,0.5,0.5625,0.5625,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.625,0.5625,0.5,0.4375,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.4375,0.4375,0.4375,0.5,0.5,0.5,0.5,0.4375,0.4375,0.4375,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.4375,0.4375,0.5,0.4375,0.4375,0.4375,0.4375,0.5,0.5,0.5,0.5,0.0625,0.5,0.5,0.5,0.5,0.5,0.5625,0.5625,0.5,0.5,0.5,0.5,0.5625,0.375,0.5625,0,0,0.375,0.5625,0.5625,0.5625,0,
2592,14,1,2024-02-27 15:01:52,"1361","241",241,801,120,0,7980,1.9375,2.3125,2.4375,2.6875,2.75,2.5,2.5,2.75,2.625,2.5625,2.5,2.4375,2.4375,2.1875,2.3125,2.5625,2.5,2.3125,2.25,2.3125,2.375,2.375,2.375,2.3125,2.25,2.375,2.1875,2.0625,2.0625,2.25,2.25,2.125,2.3125,2.4375,2.25,2.25,2.375,2.375,2.4375,2.3125,2.1875,2.1875,2,2.25,2.25,2.25,2.125,2.0625,2.0625,2.0625,2.0625,2.0625,2.125,2.125,2,2,1.875,0.875,1.625,2,2.6875,2.625,2.5625,1.1875,0.8125,0.8125,0.75,0.8125,0.8125,0.8125,0.75,0.8125,0.75,0.8125,0.8125,0.8125,0.8125,0.8125,0.75,0.8125,0.75,0.8125,0.8125,0.8125,0.8125,0.75,0.75,0.6875,0.75,0.6875,0.75,0.6875,0.625,0.5625,0.5625,0.5625,0.5625,0.625,0.625,0.625,0.5625,0.5625,0.5625,0.6875,0.5625,0.5625,0.625,0.625,0.5625,0.625,0.5625,0.5625,0.625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5,0.5625,0.5,0.5,0.5625,0.5625,0.5625,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.5625,0.5,0.4375,0.5625,0.5,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5625,0.5,0.5625,0.5,0.5,0.5625,0.5625,0.625,0.5625,0.5,0.4375,0.5,0.5625,0.5,0.5,0.5,0.5,0.5,0.5625,0.5,0.5,0.4375,0.5,0.5,0.5,0.5,0.5625,0.5,0.5625,0.5,0.5,0.4375,0.4375,0.4375,0.5,0.4375,0.5,0.4375,0.5,0.5,0.4375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4375,0.4375,0.5,0.5,0.4375,0.4375,0.4375,0.4375,0.5,0.5625,0.5,0.5,0,0.5,0.5625,0.5625,0.5625,0.5,0.5625,0.5625,0.5,0.5,0.5,0.5625,0.5,0.375,0.5,0.0625,0,0.375,0.5625,0.5625,0.5625,0,
2598,10,1,2024-02-27 21:00:16,"1362/1363","132/109",241,801,0,0,0,-15.75,-15.8125,-15.6875,-15.75,-15.875,-15.875,-15.875,-15.875,-16,-15.875,-15.875,-16.0625,-15.9375,-15.9375,-16.0625,-16.0625,-16.0625,-16,-16,-16.0625,-16.125,-16.1875,-16.1875,-16.1875,-16.25,-16.1875,-16.25,-16.25,-16.25,-16.25,-16.25,-16.1875,-16.125,-16,-15.9375,-15.9375,-15.75,-15.5,-15,-14.0625,-13.6875,-13.75,-13.75,-14,-14.25,-14.375,-14.5625,-14.5625,-14.5625,-14.5625,-14.5625,-14.5,-14.5625,-14.3125,-14.125,-13.9375,-13.75,-13.1875,-11.9375,-10.9375,-9.75,-8.375,-7.25,-6.5625,-5.9375,-5.5625,-5.4375,-5.125,-5,-4.8125,-4.6875,-4.5,-4.375,-4.25,-4.125,-4.0625,-3.9375,-3.8125,-3.75,-3.6875,-3.5625,-3.4375,-3.3125,-3.25,-3.0625,-3,-2.875,-2.75,-2.5625,-2.5,-2.375,-2.1875,-2.0625,-1.9375,-1.875,-1.9375,-1.9375,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-2.0625,-1.9375,-1.9375,-1.875,-2.0625,-1.875,-1.9375,-1.875,-1.875,-1.8125,-1.8125,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.8125,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.875,-1.9375,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.875,-1.875,-1.9375,-2,-1.875,-1.9375,-1.875,-1.9375,-1.8125,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.8125,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-2,-1.9375,-1.9375,-1.8125,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.9375,-1.8125,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.8125,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-2.0625,-1.9375,-1.9375,-2,-1.8125,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.8125,-1.875,-1.9375,-1.9375,-2.0625,-1.9375,-2,-1.9375,-2,-1.875,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.9375,-15.5,
2604,10,1,2024-02-28 03:00:16,"1365/1366","132/109",241,801,0,0,0,-19,-19.1875,-19.25,-19.4375,-19.625,-19.8125,-19.875,-20,-20.1875,-20.0625,-20.125,-20.3125,-20.1875,-20.25,-20.4375,-20.4375,-20.4375,-20.5,-20.5625,-20.625,-20.75,-20.875,-20.9375,-21.0625,-21.125,-21.1875,-21.1875,-21.1875,-21.25,-21.25,-21.3125,-21.1875,-21.25,-21.1875,-21.0625,-21,-20.6875,-20.1875,-19.4375,-18.1875,-17.625,-17.5625,-17.5625,-17.9375,-18.25,-18.4375,-18.6875,-18.625,-18.5625,-18.4375,-18.3125,-18.25,-18.25,-17.8125,-17.5625,-17.3125,-16.9375,-16.1875,-14.625,-13.375,-11.9375,-10.125,-8.6875,-7.75,-7,-6.4375,-6.1875,-5.75,-5.5625,-5.25,-5,-4.75,-4.625,-4.375,-4.25,-4.1875,-4,-3.8125,-3.75,-3.6875,-3.5625,-3.4375,-3.3125,-3.25,-3.125,-3,-2.875,-2.75,-2.5625,-2.5,-2.375,-2.1875,-2.0625,-2,-1.875,-1.9375,-1.9375,-1.875,-1.9375,-1.9375,-1.9375,-1.9375,-2.0625,-2,-1.9375,-1.875,-2.0625,-1.875,-1.9375,-1.9375,-1.9375,-1.8125,-1.75,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.8125,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.875,-1.9375,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-2,-1.875,-1.9375,-1.9375,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.8125,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-2,-1.9375,-1.9375,-1.8125,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.8125,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.8125,-1.875,-2.0625,-1.875,-1.9375,-2,-1.8125,-1.8125,-1.875,-1.9375,-1.875,-1.875,-1.8125,-1.875,-1.9375,-1.9375,-2.0625,-1.9375,-1.9375,-1.9375,-2,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.9375,-16.0625,
2610,10,1,2024-02-28 09:00:16,"1367/1368","132/109",241,801,0,0,0,-16.0625,-16.0625,-15.9375,-16,-16.0625,-16.0625,-16.0625,-16.0625,-16.1875,-16.0625,-16.0625,-16.25,-16.0625,-16.0625,-16.1875,-16.1875,-16.125,-16.125,-16.125,-16.125,-16.125,-16.1875,-16.1875,-16.1875,-16.1875,-16.1875,-16.1875,-16.1875,-16.125,-16.125,-16.125,-16.0625,-16.0625,-16,-15.9375,-15.9375,-15.75,-15.5,-15.0625,-14.375,-14.0625,-14,-13.9375,-14.0625,-14.1875,-14.1875,-14.3125,-14.3125,-14.25,-14.1875,-14.1875,-14.125,-14.125,-13.9375,-13.875,-13.6875,-13.5625,-13.3125,-12.625,-12.0625,-11.1875,-10.0625,-9.0625,-8.4375,-7.75,-7.25,-6.9375,-6.5,-6.1875,-5.8125,-5.5,-5.25,-5,-4.6875,-4.5625,-4.375,-4.1875,-3.9375,-3.875,-3.75,-3.625,-3.5,-3.3125,-3.3125,-3.125,-3,-2.9375,-2.75,-2.625,-2.5,-2.375,-2.1875,-2.0625,-2,-1.875,-1.9375,-1.9375,-1.875,-1.9375,-1.9375,-1.9375,-1.9375,-2.0625,-1.9375,-1.9375,-1.875,-2.0625,-1.875,-1.9375,-1.875,-1.9375,-1.8125,-1.8125,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.8125,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.8125,-1.9375,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.9375,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.8125,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-2,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.8125,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.9375,-1.9375,-1.875,-1.9375,-2.0625,-1.9375,-1.9375,-2,-1.8125,-1.8125,-1.875,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.875,-1.875,-2.0625,-1.9375,-2,-1.9375,-2,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-15.875,
2616,10,1,2024-02-28 15:00:16,"1370/1371","132/109",241,801,0,0,0,-12.6875,-12.625,-12.5625,-12.625,-12.6875,-12.625,-12.6875,-12.625,-12.75,-12.625,-12.5625,-12.75,-12.5,-12.5,-12.5625,-12.5625,-12.5,-12.4375,-12.4375,-12.4375,-12.5,-12.5625,-12.5,-12.5,-12.5,-12.4375,-12.4375,-12.4375,-12.4375,-12.4375,-12.5,-12.4375,-12.25,-12,-12,-12.0625,-11.875,-11.4375,-10.5,-9.5,-9.25,-9.1875,-9.125,-9.125,-9.125,-9.125,-9.3125,-9.3125,-9.25,-9.25,-9.3125,-9.3125,-9.3125,-9.25,-9.3125,-9.25,-9.375,-9.375,-9.1875,-9.0625,-8.8125,-8.4375,-7.9375,-7.75,-7.375,-7.0625,-6.875,-6.5625,-6.375,-6.0625,-5.75,-5.5,-5.25,-5,-4.8125,-4.625,-4.375,-4.125,-4,-3.875,-3.6875,-3.5625,-3.375,-3.375,-3.125,-3,-2.9375,-2.75,-2.625,-2.5,-2.375,-2.1875,-2.0625,-2,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.9375,-1.9375,-2.0625,-1.9375,-1.9375,-1.875,-2.0625,-1.875,-2,-1.9375,-1.9375,-1.8125,-1.75,-1.875,-1.875,-1.875,-1.8125,-1.875,-1.8125,-1.875,-1.9375,-1.9375,-1.875,-1.9375,-1.875,-1.8125,-1.875,-1.875,-2,-1.8125,-1.9375,-2,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.9375,-2,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.875,-2,-1.875,-2,-1.875,-1.9375,-1.9375,-1.8125,-1.9375,-2,-1.875,-1.9375,-2,-2,-1.9375,-1.9375,-1.8125,-1.9375,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-1.9375,-2,-1.875,-2,-1.8125,-1.9375,-1.9375,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-1.875,-1.9375,-1.875,-1.875,-2.0625,-1.875,-1.9375,-2,-1.8125,-1.8125,-1.9375,-1.9375,-1.9375,-1.9375,-1.75,-1.875,-1.875,-1.9375,-2.0625,-1.9375,-1.9375,-1.875,-2,-1.875,-1.875,-1.875,-1.875,-1.875,-1.875,-1.9375,-14.125,
