Longitude (x);Latitude (y);Station Name;Climate ID;Date/Time (UTC);Year;Month;Day;Time (UTC);Temp (C);Temp Flag;Dew Point Temp (C);Dew Point Temp Flag;Rel Hum (%);Rel Hum Flag;Precip. Amount (mm);Precip. Amount Flag;Wind Dir (10s deg);Wind Dir Flag;Wind Spd (km/h);Wind Spd Flag;Visibility (km);Visibility Flag;Stn Press (kPa);Stn Press Flag;Hmdx;Hmdx Flag;Wind Chill;Wind Chill Flag;Weather
-61.68;56.55;NAIN;8502799;2017-02-01 18:00;2017;2;1;18:00;-17.9;;-25.7;;50;;0.0;;25;;5;;;;100.78;;;;-22;;NA
-61.68;56.55;NAIN;8502799;2017-02-01 19:00;2017;2;1;19:00;-19.3;;-25.9;;56;;0.0;;15;;5;;;;100.83;;;;-23;;NA
-61.68;56.55;NAIN;8502799;2017-02-01 20:00;2017;2;1;20:00;-19.2;;-26.1;;55;;0.0;;0;;1;;;;100.87;;;;-20;;NA
-61.68;56.55;NAIN;8502799;2017-02-01 21:00;2017;2;1;21:00;-22.2;;-27.3;;63;;0.0;;22;;3;;;;100.93;;;;-25;;NA
-61.68;56.55;NAIN;8502799;2017-02-01 22:00;2017;2;1;22:00;-22.1;;-27.4;;62;;0.0;;32;;5;;;;100.93;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-01 23:00;2017;2;1;23:00;-24.2;;-28.8;;66;;0.0;;30;;3;;;;100.93;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 00:00;2017;2;2;00:00;-26.0;;-30.0;;70;;0.0;;29;;8;;;;100.94;;;;-33;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 01:00;2017;2;2;01:00;-26.2;;-30.1;;70;;0.0;;30;;2;;;;100.94;;;;-28;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 02:00;2017;2;2;02:00;-25.5;;-29.7;;68;;0.0;;29;;3;;;;100.93;;;;-29;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 03:00;2017;2;2;03:00;-26.0;;-30.1;;69;;0.0;;0;;1;;;;100.92;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 04:00;2017;2;2;04:00;-26.0;;-30.0;;69;;0.0;;29;;5;;;;100.91;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 05:00;2017;2;2;05:00;-23.8;;-28.6;;65;;0.0;;31;;4;;;;100.87;;;;-28;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 06:00;2017;2;2;06:00;-23.7;;-28.2;;67;;0.0;;29;;2;;;;100.86;;;;-26;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 07:00;2017;2;2;07:00;-24.6;;-28.4;;70;;0.0;;21;;5;;;;100.84;;;;-29;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 08:00;2017;2;2;08:00;-24.8;;-28.6;;71;;0.0;;35;;2;;;;100.80;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 09:00;2017;2;2;09:00;-24.1;;-27.8;;71;;0.0;;2;;4;;;;100.80;;;;-28;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 10:00;2017;2;2;10:00;-25.4;;-29.1;;71;;0.0;;31;;4;;;;100.75;;;;-29;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 11:00;2017;2;2;11:00;-21.8;;-25.6;;71;;0.0;;33;;6;;;;100.71;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 12:00;2017;2;2;12:00;-24.2;;-27.8;;72;;0.0;;33;;6;;;;100.73;;;;-30;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 13:00;2017;2;2;13:00;-23.7;;-27.5;;71;;0.0;;30;;6;;;;100.69;;;;-29;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 14:00;2017;2;2;14:00;-20.8;;-25.1;;68;;0.0;;31;;8;;;;100.67;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 15:00;2017;2;2;15:00;-19.7;;-24.2;;68;;0.0;;30;;5;;;;100.64;;;;-24;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 16:00;2017;2;2;16:00;-18.1;;-23.5;;63;;0.0;;35;;3;;;;100.61;;;;-21;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 17:00;2017;2;2;17:00;-17.5;;-22.7;;64;;0.0;;35;;5;;;;100.54;;;;-21;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 18:00;2017;2;2;18:00;-16.2;;-21.7;;62;;0.0;;32;;5;;;;100.52;;;;-20;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 19:00;2017;2;2;19:00;-18.5;;-23.5;;65;;0.0;;1;;2;;;;100.50;;;;-20;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 20:00;2017;2;2;20:00;-17.1;;-21.6;;68;;0.0;;34;;3;;;;100.52;;;;-19;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 21:00;2017;2;2;21:00;-19.1;;-22.7;;73;;0.0;;31;;4;;;;100.52;;;;-22;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 22:00;2017;2;2;22:00;-19.0;;-22.6;;73;;0.0;;32;;3;;;;100.54;;;;-21;;NA
-61.68;56.55;NAIN;8502799;2017-02-02 23:00;2017;2;2;23:00;-18.1;;-21.7;;73;;0.0;;31;;7;;;;100.54;;;;-23;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 00:00;2017;2;3;00:00;-18.8;;-22.0;;76;;0.0;;28;;2;;;;100.54;;;;-20;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 01:00;2017;2;3;01:00;-18.5;;-21.2;;79;;0.0;;31;;3;;;;100.52;;;;-21;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 02:00;2017;2;3;02:00;-18.5;;-21.0;;80;;0.0;;22;;3;;;;100.50;;;;-21;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 03:00;2017;2;3;03:00;-19.5;;-21.9;;81;;0.0;;18;;4;;;;100.47;;;;-23;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 04:00;2017;2;3;04:00;-19.6;;-21.7;;84;;0.2;;19;;3;;;;100.43;;;;-22;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 05:00;2017;2;3;05:00;-19.8;;-21.9;;83;;0.0;;19;;5;;;;100.42;;;;-24;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 06:00;2017;2;3;06:00;-19.9;;-22.0;;83;;0.0;;18;;3;;;;100.42;;;;-22;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 07:00;2017;2;3;07:00;-19.9;;-21.9;;84;;0.2;;19;;7;;;;100.43;;;;-26;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 08:00;2017;2;3;08:00;-20.3;;-22.4;;83;;0.0;;19;;5;;;;100.41;;;;-25;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 09:00;2017;2;3;09:00;-20.8;;-22.9;;84;;0.0;;32;;8;;;;100.40;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 10:00;2017;2;3;10:00;-20.5;;-22.7;;83;;0.0;;33;;2;;;;100.40;;;;-22;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 11:00;2017;2;3;11:00;-20.9;;-22.9;;84;;0.2;;17;;3;;;;100.38;;;;-24;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 12:00;2017;2;3;12:00;-20.9;;-23.0;;84;;0.0;;17;;4;;;;100.38;;;;-24;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 13:00;2017;2;3;13:00;-20.9;;-23.5;;79;;0.0;;17;;3;;;;100.37;;;;-24;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 14:00;2017;2;3;14:00;-20.1;;-22.7;;79;;0.2;;16;;5;;;;100.36;;;;-24;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 15:00;2017;2;3;15:00;-17.6;;-20.7;;77;;0.0;;30;;10;;;;100.34;;;;-24;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 16:00;2017;2;3;16:00;-16.9;;-20.2;;75;;0.0;;31;;21;;;;100.29;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 17:00;2017;2;3;17:00;-16.4;;-19.8;;75;;0.0;;31;;20;;;;100.26;;;;-26;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 18:00;2017;2;3;18:00;-16.4;;-19.6;;76;;0.2;;30;;21;;;;100.24;;;;-26;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 19:00;2017;2;3;19:00;-16.2;;-19.5;;76;;0.0;;30;;19;;;;100.25;;;;-25;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 20:00;2017;2;3;20:00;-16.2;;-19.5;;76;;0.2;;30;;23;;;;100.27;;;;-26;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 21:00;2017;2;3;21:00;-16.3;;-19.5;;76;;0.0;;30;;19;;;;100.31;;;;-26;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 22:00;2017;2;3;22:00;-16.5;;-19.9;;75;;0.0;;30;;21;;;;100.34;;;;-26;;NA
-61.68;56.55;NAIN;8502799;2017-02-03 23:00;2017;2;3;23:00;-16.5;;-19.8;;75;;0.0;;30;;23;;;;100.34;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 00:00;2017;2;4;00:00;-16.9;;-20.2;;76;;0.0;;30;;26;;;;100.34;;;;-28;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 01:00;2017;2;4;01:00;-17.3;;-20.6;;75;;0.2;;30;;25;;;;100.33;;;;-28;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 02:00;2017;2;4;02:00;-17.9;;-21.3;;75;;0.0;;30;;29;;;;100.34;;;;-30;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 03:00;2017;2;4;03:00;-18.1;;-21.2;;76;;0.0;;30;;33;;;;100.32;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 04:00;2017;2;4;04:00;-18.4;;-21.5;;77;;0.2;;30;;33;;;;100.32;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 05:00;2017;2;4;05:00;-19.0;;-22.0;;77;;0.0;;29;;37;;;;100.31;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 06:00;2017;2;4;06:00;-19.7;;-22.7;;76;;0.2;;29;;35;;;;100.34;;;;-33;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 07:00;2017;2;4;07:00;-19.8;;-22.9;;76;;0.0;;29;;33;;;;100.33;;;;-33;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 08:00;2017;2;4;08:00;-20.5;;-23.8;;74;;0.2;;29;;35;;;;100.33;;;;-34;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 09:00;2017;2;4;09:00;-21.2;;-24.8;;73;;0.0;;29;;33;;;;100.32;;;;-35;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 10:00;2017;2;4;10:00;-21.1;;-24.6;;74;;0.0;;29;;31;;;;100.34;;;;-34;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 11:00;2017;2;4;11:00;-21.2;;-24.7;;73;;0.2;;29;;30;;;;100.34;;;;-34;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 12:00;2017;2;4;12:00;-20.9;;-24.5;;73;;0.0;;30;;28;;;;100.35;;;;-33;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 13:00;2017;2;4;13:00;-20.7;;-24.2;;74;;0.2;;29;;17;;;;100.37;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 14:00;2017;2;4;14:00;-21.1;;-24.0;;78;;0.0;;29;;5;;;;100.38;;;;-26;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 15:00;2017;2;4;15:00;-20.4;;-23.7;;75;;0.2;;28;;8;;;;100.37;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 16:00;2017;2;4;16:00;-19.7;;-23.5;;72;;0.2;;29;;15;;;;100.35;;;;-29;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 17:00;2017;2;4;17:00;-19.8;;-23.3;;74;;0.2;;27;;14;;;;100.30;;;;-29;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 18:00;2017;2;4;18:00;-20.1;;-23.5;;74;;0.0;;28;;8;;;;100.29;;;;-26;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 19:00;2017;2;4;19:00;-20.0;;-23.9;;71;;0.0;;27;;10;;;;100.32;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 20:00;2017;2;4;20:00;-20.4;;-24.1;;72;;0.0;;30;;12;;;;100.36;;;;-29;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 21:00;2017;2;4;21:00;-20.4;;-24.6;;69;;0.0;;30;;19;;;;100.39;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 22:00;2017;2;4;22:00;-22.6;;-26.0;;73;;0.2;;21;;5;;;;100.40;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-04 23:00;2017;2;4;23:00;-23.7;;-27.1;;73;;0.0;;30;;10;;;;100.41;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 00:00;2017;2;5;00:00;-24.3;;-27.7;;73;;0.0;;20;;9;;;;100.41;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 01:00;2017;2;5;01:00;-24.9;;-28.2;;74;;0.0;;21;;3;;;;100.41;;;;-28;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 02:00;2017;2;5;02:00;-25.5;;-29.1;;72;;0.0;;20;;7;;;;100.39;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 03:00;2017;2;5;03:00;-26.5;;-30.1;;71;;0.0;;21;;10;;;;100.39;;;;-35;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 04:00;2017;2;5;04:00;-26.8;;-30.6;;70;;0.0;;15;;2;;;;100.35;;;;-29;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 05:00;2017;2;5;05:00;-26.9;;-30.8;;70;;0.0;;36;;1;;;;100.32;;;;-28;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 06:00;2017;2;5;06:00;-27.5;;-31.7;;67;;0.0;;27;;4;;;;100.32;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 07:00;2017;2;5;07:00;-27.4;;-31.8;;66;;0.0;;30;;4;;;;100.33;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 08:00;2017;2;5;08:00;-27.6;;-31.9;;66;;0.0;;29;;4;;;;100.34;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 09:00;2017;2;5;09:00;-26.5;;-31.4;;63;;0.0;;31;;3;;;;100.34;;;;-30;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 10:00;2017;2;5;10:00;-27.7;;-32.3;;65;;0.0;;26;;2;;;;100.34;;;;-30;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 11:00;2017;2;5;11:00;-27.1;;-31.9;;64;;0.0;;0;;1;;;;100.32;;;;-28;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 12:00;2017;2;5;12:00;-27.8;;-32.4;;65;;0.2;;18;;6;;;;100.29;;;;-34;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 13:00;2017;2;5;13:00;-27.4;;-32.4;;63;;0.0;;21;;10;;;;100.28;;;;-36;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 14:00;2017;2;5;14:00;-24.6;;-30.5;;58;;0.0;;16;;5;;;;100.25;;;;-29;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 15:00;2017;2;5;15:00;-23.3;;-29.6;;56;;0.0;;5;;5;;;;100.24;;;;-28;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 16:00;2017;2;5;16:00;-22.4;;-29.1;;55;;0.0;;25;;14;;;;100.21;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 17:00;2017;2;5;17:00;-22.0;;-28.6;;55;;0.0;;28;;14;;;;100.17;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 18:00;2017;2;5;18:00;-22.1;;-28.7;;55;;0.0;;26;;15;;;;100.17;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 19:00;2017;2;5;19:00;-21.8;;-29.1;;52;;0.0;;29;;19;;;;100.20;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 20:00;2017;2;5;20:00;-23.9;;-29.9;;58;;0.0;;25;;9;;;;100.21;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 21:00;2017;2;5;21:00;-25.8;;-30.8;;63;;0.0;;25;;5;;;;100.22;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 22:00;2017;2;5;22:00;-26.2;;-31.1;;63;;0.0;;12;;4;;;;100.23;;;;-30;;NA
-61.68;56.55;NAIN;8502799;2017-02-05 23:00;2017;2;5;23:00;-27.5;;-32.5;;63;;0.0;;20;;9;;;;100.25;;;;-36;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 00:00;2017;2;6;00:00;-28.0;;-32.9;;63;;0.0;;17;;3;;;;100.25;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 01:00;2017;2;6;01:00;-26.5;;-31.5;;62;;0.0;;26;;18;;;;100.23;;;;-38;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 02:00;2017;2;6;02:00;-25.8;;-31.0;;62;;0.0;;29;;26;;;;100.22;;;;-39;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 03:00;2017;2;6;03:00;-26.4;;-31.6;;62;;0.0;;27;;24;;;;100.23;;;;-40;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 04:00;2017;2;6;04:00;-27.5;;-32.4;;63;;0.0;;36;;5;;;;100.20;;;;-33;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 05:00;2017;2;6;05:00;-28.8;;-32.8;;68;;0.0;;15;;8;;;;100.19;;;;-37;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 06:00;2017;2;6;06:00;-27.1;;-31.8;;64;;0.0;;26;;13;;;;100.15;;;;-37;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 07:00;2017;2;6;07:00;-28.2;;-32.6;;66;;0.0;;25;;7;;;;100.16;;;;-35;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 08:00;2017;2;6;08:00;-28.1;;-32.5;;66;;0.0;;23;;11;;;;100.18;;;;-37;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 09:00;2017;2;6;09:00;-26.8;;-31.7;;63;;0.0;;23;;4;;;;100.16;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 10:00;2017;2;6;10:00;-27.9;;-32.8;;63;;0.0;;7;;4;;;;100.15;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 11:00;2017;2;6;11:00;-28.1;;-32.7;;65;;0.0;;10;;4;;;;100.17;;;;-32;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 12:00;2017;2;6;12:00;-29.0;;-33.6;;65;;0.0;;30;;4;;;;100.19;;;;-33;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 13:00;2017;2;6;13:00;-26.6;;-32.1;;60;;0.0;;36;;3;;;;100.17;;;;-30;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 14:00;2017;2;6;14:00;-25.7;;-31.6;;58;;0.0;;21;;13;;;;100.17;;;;-35;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 15:00;2017;2;6;15:00;-25.0;;-31.1;;57;;0.0;;24;;5;;;;100.18;;;;-30;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 16:00;2017;2;6;16:00;-23.4;;-30.1;;54;;0.0;;35;;4;;;;100.16;;;;-27;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 17:00;2017;2;6;17:00;-23.5;;-29.8;;56;;0.0;;30;;3;;;;100.14;;;;-26;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 18:00;2017;2;6;18:00;-23.0;;-29.3;;57;;0.0;;8;;5;;;;100.13;;;;-28;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 19:00;2017;2;6;19:00;-22.9;;-29.6;;54;;0.0;;23;;9;;;;100.16;;;;-30;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 20:00;2017;2;6;20:00;-22.4;;-29.6;;52;;0.0;;29;;12;;;;100.21;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 21:00;2017;2;6;21:00;-24.4;;-29.9;;60;;0.0;;27;;7;;;;100.25;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 22:00;2017;2;6;22:00;-24.3;;-30.4;;57;;0.0;;27;;21;;;;100.25;;;;-36;;NA
-61.68;56.55;NAIN;8502799;2017-02-06 23:00;2017;2;6;23:00;-25.2;;-30.9;;59;;0.0;;28;;13;;;;100.27;;;;-35;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 00:00;2017;2;7;00:00;-26.4;;-31.5;;62;;0.0;;16;;4;;;;100.24;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 01:00;2017;2;7;01:00;-24.7;;-30.9;;57;;0.0;;29;;31;;;;100.22;;;;-39;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 02:00;2017;2;7;02:00;-25.0;;-31.1;;57;;0.0;;29;;27;;;;100.21;;;;-38;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 03:00;2017;2;7;03:00;-25.5;;-31.5;;58;;0.0;;29;;27;;;;100.25;;;;-39;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 04:00;2017;2;7;04:00;-25.9;;-31.9;;57;;0.0;;28;;30;;;;100.26;;;;-40;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 05:00;2017;2;7;05:00;-25.8;;-31.8;;57;;0.0;;29;;22;;;;100.26;;;;-38;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 06:00;2017;2;7;06:00;-27.4;;-32.7;;60;;0.0;;15;;3;;;;100.25;;;;-31;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 07:00;2017;2;7;07:00;-28.9;;-33.5;;65;;0.0;;22;;7;;;;100.28;;;;-36;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 08:00;2017;2;7;08:00;-26.5;;-32.2;;58;;0.0;;28;;14;;;;100.31;;;;-37;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 09:00;2017;2;7;09:00;-26.0;;-31.7;;59;;0.0;;29;;41;;;;100.33;;;;-42;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 10:00;2017;2;7;10:00;-27.7;;-32.9;;61;;0.0;;26;;18;;;;100.39;;;;-40;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 11:00;2017;2;7;11:00;-25.9;;-31.1;;62;;0.0;;29;;28;;;;100.45;;;;-40;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 12:00;2017;2;7;12:00;-28.2;;-33.6;;60;;0.0;;27;;17;;;;100.52;;;;-40;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 13:00;2017;2;7;13:00;-26.2;;-31.8;;59;;0.0;;27;;18;;;;100.52;;;;-38;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 14:00;2017;2;7;14:00;-26.4;;-31.5;;62;;0.0;;20;;8;;;;100.54;;;;-34;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 15:00;2017;2;7;15:00;-25.5;;-31.4;;58;;0.0;;25;;19;;;;100.60;;;;-37;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 16:00;2017;2;7;16:00;-23.8;;-30.0;;57;;0.0;;24;;13;;;;100.56;;;;-33;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 17:00;2017;2;7;17:00;-23.9;;-29.6;;59;;0.0;;28;;39;;;;100.58;;;;-39;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 18:00;2017;2;7;18:00;-23.9;;-29.8;;58;;0.0;;29;;47;;;;100.64;;;;-40;;NA
-61.68;56.55;NAIN;8502799;2017-02-07 19:00;2017;2;7;19:00;-23.7;;-29.2;;61;;0.0;;29;;43;;;;100.66;;;;-40;;NA
