Longitude (x);Latitude (y);Station Name;Climate ID;Date/Time (UTC);Year;Month;Day;Time (UTC);Temp (C);Temp Flag;Dew Point Temp (C);Dew Point Temp Flag;Rel Hum (%);Rel Hum Flag;Precip. Amount (mm);Precip. Amount Flag;Wind Dir (10s deg);Wind Dir Flag;Wind Spd (km/h);Wind Spd Flag;Visibility (km);Visibility Flag;Stn Press (kPa);Stn Press Flag;Hmdx;Hmdx Flag;Wind Chill;Wind Chill Flag;Weather
-61.68;56.55;NAIN;8502799;2017-04-07 21:00;2017;4;7;21:00;-2.5;;-3.6;;92;;0.0;;7;;17;;;;101.51;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-07 22:00;2017;4;7;22:00;-3.0;;-3.8;;94;;0.0;;7;;19;;;;101.52;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-07 23:00;2017;4;7;23:00;-3.1;;-3.8;;95;;0.0;;5;;19;;;;101.41;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 00:00;2017;4;8;00:00;-3.0;;-3.6;;95;;0.0;;5;;20;;;;101.29;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 01:00;2017;4;8;01:00;-2.9;;-3.5;;96;;0.0;;2;;11;;;;101.24;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 02:00;2017;4;8;02:00;-2.4;;-2.9;;96;;0.0;;6;;27;;;;101.10;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 03:00;2017;4;8;03:00;-2.4;;-2.8;;97;;0.9;;6;;32;;;;100.93;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 04:00;2017;4;8;04:00;-1.9;;-2.3;;98;;1.4;;8;;29;;;;100.83;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 05:00;2017;4;8;05:00;-1.6;;-1.9;;97;;0.2;;5;;33;;;;100.69;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 06:00;2017;4;8;06:00;-1.3;;-1.6;;98;;1.0;;6;;35;;;;100.51;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 07:00;2017;4;8;07:00;-1.2;;-1.5;;98;;0.9;;7;;33;;;;100.42;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 08:00;2017;4;8;08:00;-1.1;;-1.4;;98;;0.3;;6;;37;;;;100.35;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 09:00;2017;4;8;09:00;-1.1;;-1.3;;99;;1.1;;6;;37;;;;100.15;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 10:00;2017;4;8;10:00;-0.9;;-1.1;;99;;1.3;;6;;37;;;;100.03;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 11:00;2017;4;8;11:00;-0.9;;-1.0;;99;;0.9;;5;;40;;;;99.94;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 12:00;2017;4;8;12:00;-0.7;;-0.8;;100;;1.6;;5;;32;;;;99.81;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 13:00;2017;4;8;13:00;-0.9;;-1.0;;100;;0.4;;7;;29;;;;99.75;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 14:00;2017;4;8;14:00;-0.3;;-0.3;;100;;1.9;;3;;37;;;;99.64;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 15:00;2017;4;8;15:00;-0.2;;-0.2;;100;;4.0;;3;;34;;;;99.53;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 16:00;2017;4;8;16:00;0.0;;0.0;;100;;0.3;;2;;44;;;;99.48;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 17:00;2017;4;8;17:00;0.1;;-0.1;;98;;0.4;;2;;41;;;;99.47;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 18:00;2017;4;8;18:00;0.1;;0.0;;99;;0.3;;1;;39;;;;99.49;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 19:00;2017;4;8;19:00;0.5;;0.2;;98;;0.2;;1;;34;;;;99.57;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 20:00;2017;4;8;20:00;0.4;;-0.1;;96;;0.0;;36;;38;;;;99.69;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 21:00;2017;4;8;21:00;0.6;;-0.3;;93;;0.0;;35;;32;;;;99.74;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 22:00;2017;4;8;22:00;0.3;;-1.2;;89;;0.0;;34;;36;;;;99.82;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-08 23:00;2017;4;8;23:00;0.1;;-1.6;;89;;0.0;;32;;35;;;;99.93;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 00:00;2017;4;9;00:00;-0.4;;-2.5;;86;;0.0;;32;;36;;;;100.02;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 01:00;2017;4;9;01:00;-1.2;;-3.4;;86;;0.0;;32;;33;;;;100.07;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 02:00;2017;4;9;02:00;-1.5;;-3.9;;84;;0.0;;32;;34;;;;100.12;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 03:00;2017;4;9;03:00;-1.6;;-4.1;;83;;0.0;;32;;36;;;;100.11;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 04:00;2017;4;9;04:00;-1.3;;-4.4;;79;;0.0;;32;;32;;;;100.13;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 05:00;2017;4;9;05:00;-2.0;;-5.2;;79;;0.0;;30;;23;;;;100.19;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 06:00;2017;4;9;06:00;-1.8;;-5.8;;74;;0.0;;31;;22;;;;100.22;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 07:00;2017;4;9;07:00;-2.0;;-6.0;;74;;0.0;;30;;26;;;;100.28;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 08:00;2017;4;9;08:00;-1.9;;-6.1;;73;;0.0;;30;;29;;;;100.31;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 09:00;2017;4;9;09:00;-2.6;;-6.5;;75;;0.0;;29;;22;;;;100.37;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 10:00;2017;4;9;10:00;-2.9;;-6.9;;74;;0.0;;29;;23;;;;100.44;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 11:00;2017;4;9;11:00;-2.4;;-7.3;;69;;0.0;;31;;35;;;;100.53;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 12:00;2017;4;9;12:00;-1.4;;-6.6;;68;;0.0;;30;;27;;;;100.57;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 13:00;2017;4;9;13:00;-1.1;;-6.5;;67;;0.0;;30;;23;;;;100.60;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 14:00;2017;4;9;14:00;-0.8;;-6.2;;67;;0.0;;31;;25;;;;100.65;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 15:00;2017;4;9;15:00;0.1;;-5.9;;64;;0.0;;30;;19;;;;100.70;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 16:00;2017;4;9;16:00;1.1;;-5.8;;60;;0.0;;30;;16;;;;100.75;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 17:00;2017;4;9;17:00;1.7;;-5.5;;59;;0.0;;30;;15;;;;100.75;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 18:00;2017;4;9;18:00;2.5;;-5.8;;54;;0.0;;31;;13;;;;100.76;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 19:00;2017;4;9;19:00;2.8;;-4.9;;57;;0.0;;31;;14;;;;100.78;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 20:00;2017;4;9;20:00;3.4;;-4.9;;55;;0.0;;30;;14;;;;100.78;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 21:00;2017;4;9;21:00;2.9;;-4.7;;57;;0.0;;27;;8;;;;100.79;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 22:00;2017;4;9;22:00;0.8;;-4.1;;70;;0.0;;25;;12;;;;100.83;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-09 23:00;2017;4;9;23:00;-0.3;;-4.9;;71;;0.0;;25;;22;;;;100.85;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 00:00;2017;4;10;00:00;-1.4;;-6.0;;71;;0.0;;27;;20;;;;100.89;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 01:00;2017;4;10;01:00;-2.2;;-6.5;;73;;0.0;;17;;8;;;;100.90;;;;-5;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 02:00;2017;4;10;02:00;-3.2;;-6.9;;76;;0.0;;11;;2;;;;100.87;;;;-4;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 03:00;2017;4;10;03:00;-3.7;;-7.1;;78;;0.0;;16;;5;;;;100.83;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 04:00;2017;4;10;04:00;-3.8;;-7.0;;78;;0.0;;15;;3;;;;100.77;;;;-5;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 05:00;2017;4;10;05:00;-3.3;;-7.2;;74;;0.0;;22;;7;;;;100.76;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 06:00;2017;4;10;06:00;-3.8;;-7.3;;77;;0.0;;20;;18;;;;100.71;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 07:00;2017;4;10;07:00;-2.7;;-6.7;;74;;0.0;;20;;19;;;;100.63;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 08:00;2017;4;10;08:00;-2.7;;-6.5;;75;;0.0;;22;;15;;;;100.57;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 09:00;2017;4;10;09:00;-2.4;;-6.3;;75;;0.0;;21;;14;;;;100.51;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 10:00;2017;4;10;10:00;-2.2;;-5.9;;75;;0.0;;23;;12;;;;100.52;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 11:00;2017;4;10;11:00;-2.8;;-4.2;;90;;0.5;;22;;8;;;;100.47;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 12:00;2017;4;10;12:00;-2.2;;-3.6;;90;;0.2;;22;;11;;;;100.44;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 13:00;2017;4;10;13:00;-1.0;;-2.7;;88;;0.0;;18;;13;;;;100.42;;;;-5;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 14:00;2017;4;10;14:00;0.6;;-2.4;;80;;0.0;;35;;7;;;;100.43;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 15:00;2017;4;10;15:00;1.5;;-1.7;;79;;0.0;;0;;1;;;;100.40;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 16:00;2017;4;10;16:00;4.8;;-0.5;;68;;0.0;;25;;29;;;;100.39;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 17:00;2017;4;10;17:00;6.0;;0.3;;67;;0.0;;26;;25;;;;100.45;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 18:00;2017;4;10;18:00;6.0;;0.6;;68;;0.0;;25;;19;;;;100.47;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 19:00;2017;4;10;19:00;6.1;;0.6;;68;;0.0;;26;;17;;;;100.55;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 20:00;2017;4;10;20:00;5.9;;0.4;;68;;0.0;;29;;30;;;;100.59;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 21:00;2017;4;10;21:00;5.8;;0.2;;67;;0.0;;26;;20;;;;100.58;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 22:00;2017;4;10;22:00;4.6;;-0.2;;71;;0.0;;27;;16;;;;100.66;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-10 23:00;2017;4;10;23:00;3.2;;-1.1;;73;;0.0;;29;;27;;;;100.73;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 00:00;2017;4;11;00:00;2.6;;-1.8;;73;;0.0;;31;;23;;;;100.78;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 01:00;2017;4;11;01:00;1.5;;-2.9;;72;;0.0;;30;;21;;;;100.77;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 02:00;2017;4;11;02:00;0.7;;-3.9;;71;;0.0;;30;;25;;;;100.80;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 03:00;2017;4;11;03:00;-0.4;;-4.5;;74;;0.0;;31;;24;;;;100.84;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 04:00;2017;4;11;04:00;-2.1;;-5.1;;80;;0.5;;30;;32;;;;100.88;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 05:00;2017;4;11;05:00;-3.6;;-5.2;;88;;0.9;;30;;37;;;;100.88;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 06:00;2017;4;11;06:00;-4.2;;-5.6;;90;;1.3;;30;;39;;;;100.94;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 07:00;2017;4;11;07:00;-5.3;;-6.6;;90;;0.9;;30;;40;;;;101.01;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 08:00;2017;4;11;08:00;-5.6;;-7.6;;86;;0.6;;30;;35;;;;101.07;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 09:00;2017;4;11;09:00;-5.1;;-10.3;;67;;0.3;;29;;34;;;;101.18;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 10:00;2017;4;11;10:00;-6.1;;-13.0;;58;;0.0;;30;;37;;;;101.30;;;;-15;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 11:00;2017;4;11;11:00;-7.6;;-15.2;;55;;0.0;;30;;44;;;;101.45;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 12:00;2017;4;11;12:00;-7.5;;-15.4;;54;;0.0;;29;;32;;;;101.54;;;;-17;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 13:00;2017;4;11;13:00;-6.5;;-15.5;;49;;0.0;;30;;42;;;;101.63;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 14:00;2017;4;11;14:00;-7.4;;-14.4;;57;;0.0;;30;;48;;;;101.72;;;;-18;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 15:00;2017;4;11;15:00;-6.7;;-14.8;;53;;0.0;;29;;38;;;;101.82;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 16:00;2017;4;11;16:00;-5.9;;-14.7;;50;;0.0;;30;;32;;;;101.91;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 17:00;2017;4;11;17:00;-6.0;;-15.6;;47;;0.0;;30;;14;;;;101.97;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 18:00;2017;4;11;18:00;-5.2;;-14.5;;48;;0.0;;28;;18;;;;101.99;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 19:00;2017;4;11;19:00;-4.9;;-13.9;;49;;0.0;;28;;25;;;;101.96;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 20:00;2017;4;11;20:00;-4.9;;-13.0;;53;;0.0;;27;;28;;;;102.01;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 21:00;2017;4;11;21:00;-4.5;;-12.5;;54;;0.0;;27;;35;;;;102.00;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 22:00;2017;4;11;22:00;-4.5;;-12.0;;56;;0.0;;27;;13;;;;102.03;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-11 23:00;2017;4;11;23:00;-4.6;;-12.1;;56;;0.0;;26;;24;;;;102.08;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 00:00;2017;4;12;00:00;-4.2;;-11.9;;55;;0.0;;25;;22;;;;102.06;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 01:00;2017;4;12;01:00;-4.8;;-11.7;;59;;0.0;;23;;23;;;;102.04;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 02:00;2017;4;12;02:00;-4.9;;-11.3;;60;;0.0;;22;;17;;;;102.02;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 03:00;2017;4;12;03:00;-5.6;;-11.7;;62;;0.0;;23;;14;;;;102.00;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 04:00;2017;4;12;04:00;-7.0;;-12.1;;67;;0.0;;20;;6;;;;101.97;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 05:00;2017;4;12;05:00;-6.4;;-12.0;;64;;0.0;;19;;7;;;;101.95;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 06:00;2017;4;12;06:00;-6.3;;-11.9;;65;;0.0;;11;;3;;;;101.90;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 07:00;2017;4;12;07:00;-6.2;;-11.5;;66;;0.0;;21;;6;;;;101.88;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 08:00;2017;4;12;08:00;-6.7;;-11.5;;69;;0.0;;23;;8;;;;101.87;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 09:00;2017;4;12;09:00;-5.6;;-11.4;;64;;0.0;;24;;28;;;;101.90;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 10:00;2017;4;12;10:00;-4.9;;-11.2;;61;;0.0;;24;;31;;;;101.89;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 11:00;2017;4;12;11:00;-4.3;;-10.9;;60;;0.0;;24;;28;;;;101.89;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 12:00;2017;4;12;12:00;-1.2;;-10.0;;51;;0.0;;25;;28;;;;101.90;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 13:00;2017;4;12;13:00;0.0;;-9.4;;49;;0.0;;27;;18;;;;101.93;;;;-5;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 14:00;2017;4;12;14:00;-0.5;;-9.2;;52;;0.0;;29;;32;;;;102.01;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 15:00;2017;4;12;15:00;0.2;;-9.2;;49;;0.0;;29;;29;;;;102.07;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 16:00;2017;4;12;16:00;0.0;;-9.6;;48;;0.0;;29;;40;;;;102.08;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 17:00;2017;4;12;17:00;0.3;;-8.8;;51;;0.0;;29;;41;;;;102.11;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 18:00;2017;4;12;18:00;-0.2;;-7.5;;58;;0.0;;31;;33;;;;102.18;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 19:00;2017;4;12;19:00;0.4;;-8.7;;50;;0.0;;30;;26;;;;102.26;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 20:00;2017;4;12;20:00;0.7;;-8.8;;49;;0.0;;29;;25;;;;102.30;;;;;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 21:00;2017;4;12;21:00;-0.5;;-8.7;;54;;0.0;;31;;26;;;;102.31;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 22:00;2017;4;12;22:00;-1.5;;-8.9;;57;;0.0;;31;;22;;;;102.36;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-12 23:00;2017;4;12;23:00;-2.4;;-9.0;;60;;0.0;;29;;11;;;;102.40;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 00:00;2017;4;13;00:00;-2.7;;-9.5;;60;;0.0;;30;;18;;;;102.44;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 01:00;2017;4;13;01:00;-3.7;;-9.5;;64;;0.0;;29;;6;;;;102.45;;;;-6;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 02:00;2017;4;13;02:00;-7.0;;-11.5;;70;;0.0;;24;;1;;;;102.48;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 03:00;2017;4;13;03:00;-6.9;;-10.8;;74;;0.0;;23;;4;;;;102.49;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 04:00;2017;4;13;04:00;-7.5;;-11.2;;74;;0.0;;14;;3;;;;102.48;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 05:00;2017;4;13;05:00;-8.5;;-11.7;;78;;0.0;;29;;7;;;;102.44;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 06:00;2017;4;13;06:00;-10.3;;-12.6;;83;;0.0;;1;;3;;;;102.42;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 07:00;2017;4;13;07:00;-10.6;;-12.8;;84;;0.0;;21;;1;;;;102.43;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 08:00;2017;4;13;08:00;-10.6;;-12.5;;86;;0.0;;18;;4;;;;102.41;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 09:00;2017;4;13;09:00;-11.9;;-13.6;;87;;0.0;;20;;2;;;;102.41;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 10:00;2017;4;13;10:00;-11.0;;-13.1;;84;;0.0;;17;;8;;;;102.43;;;;-16;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 11:00;2017;4;13;11:00;-10.3;;-13.6;;76;;0.0;;17;;6;;;;102.46;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 12:00;2017;4;13;12:00;-7.0;;-11.9;;68;;0.0;;32;;26;;;;102.47;;;;-15;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 13:00;2017;4;13;13:00;-5.9;;-11.5;;65;;0.0;;29;;25;;;;102.46;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 14:00;2017;4;13;14:00;-4.9;;-11.0;;62;;0.0;;30;;28;;;;102.38;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 15:00;2017;4;13;15:00;-3.1;;-10.8;;55;;0.0;;32;;19;;;;102.36;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 16:00;2017;4;13;16:00;-2.6;;-11.0;;53;;0.0;;31;;21;;;;102.32;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 17:00;2017;4;13;17:00;-2.3;;-10.8;;52;;0.0;;35;;14;;;;102.35;;;;-7;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 18:00;2017;4;13;18:00;-3.8;;-7.2;;77;;0.0;;9;;25;;;;102.38;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 19:00;2017;4;13;19:00;-4.1;;-7.5;;77;;0.0;;7;;22;;;;102.37;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 20:00;2017;4;13;20:00;-4.6;;-7.9;;78;;0.0;;7;;23;;;;102.38;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 21:00;2017;4;13;21:00;-5.3;;-8.3;;79;;0.0;;7;;22;;;;102.39;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 22:00;2017;4;13;22:00;-6.7;;-9.6;;80;;0.0;;8;;18;;;;102.42;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-13 23:00;2017;4;13;23:00;-8.3;;-11.8;;76;;0.0;;9;;14;;;;102.47;;;;-14;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 00:00;2017;4;14;00:00;-7.9;;-11.8;;74;;0.0;;32;;5;;;;102.49;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 01:00;2017;4;14;01:00;-7.7;;-11.3;;75;;0.0;;32;;6;;;;102.49;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 02:00;2017;4;14;02:00;-7.7;;-11.3;;75;;0.0;;9;;1;;;;102.47;;;;-8;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 03:00;2017;4;14;03:00;-7.9;;-11.4;;76;;0.0;;30;;4;;;;102.44;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 04:00;2017;4;14;04:00;-8.3;;-11.2;;79;;0.0;;32;;4;;;;102.40;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 05:00;2017;4;14;05:00;-8.5;;-11.2;;81;;0.0;;28;;1;;;;102.40;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 06:00;2017;4;14;06:00;-8.9;;-11.2;;83;;0.0;;0;;1;;;;102.38;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 07:00;2017;4;14;07:00;-9.5;;-11.8;;84;;0.0;;0;;1;;;;102.37;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 08:00;2017;4;14;08:00;-10.0;;-12.1;;84;;0.0;;18;;5;;;;102.37;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 09:00;2017;4;14;09:00;-10.0;;-12.1;;85;;0.0;;13;;1;;;;102.36;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 10:00;2017;4;14;10:00;-10.2;;-12.3;;85;;0.0;;20;;5;;;;102.38;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 11:00;2017;4;14;11:00;-9.5;;-12.3;;80;;0.0;;19;;6;;;;102.35;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 12:00;2017;4;14;12:00;-8.4;;-11.8;;76;;0.0;;18;;3;;;;102.34;;;;-10;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 13:00;2017;4;14;13:00;-7.4;;-10.9;;76;;0.0;;31;;3;;;;102.31;;;;-9;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 14:00;2017;4;14;14:00;-6.5;;-12.3;;63;;0.0;;26;;12;;;;102.27;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 15:00;2017;4;14;15:00;-6.1;;-13.5;;56;;0.0;;25;;11;;;;102.22;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 16:00;2017;4;14;16:00;-5.2;;-14.2;;49;;0.0;;27;;14;;;;102.14;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 17:00;2017;4;14;17:00;-4.9;;-14.4;;47;;0.0;;30;;20;;;;102.08;;;;-11;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 18:00;2017;4;14;18:00;-4.9;;-14.5;;47;;0.0;;30;;24;;;;102.03;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 19:00;2017;4;14;19:00;-4.7;;-13.8;;49;;0.0;;30;;22;;;;102.01;;;;-12;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 20:00;2017;4;14;20:00;-5.4;;-13.6;;52;;0.0;;29;;25;;;;102.02;;;;-13;;NA
-61.68;56.55;NAIN;8502799;2017-04-14 21:00;2017;4;14;21:00;-5.6;;-13.8;;52;;0.0;;29;;18;;;;102.00;;;;-12;;NA
